AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-1.27,10.01,0.49, -0.19,-0.25,0.15
-1.54,9.40,0.27, -0.19,-0.14,-0.05
-1.15,9.67,1.75, -0.07,-0.10,-0.14
-1.68,9.39,0.61, 0.08,0.16,0.21
-1.25,9.96,0.16, -0.16,-0.02,0.07
-0.59,9.23,1.64, -0.14,0.16,0.26
-1.59,8.77,1.63, 0.11,-0.08,0.02
-1.14,10.04,-0.98, -0.16,-0.17,-0.12
-1.43,8.81,0.58, -0.02,-0.00,-0.05
-1.24,9.88,0.12, -0.12,0.01,0.04
-2.23,8.89,1.43, -0.06,-0.09,0.06
-0.85,9.98,0.78, -0.11,-0.20,-0.06
-1.79,9.12,0.39, -0.22,0.05,-0.03
-1.60,9.22,2.32, 0.01,-0.14,-0.36
-2.18,9.39,-0.07, -0.10,0.28,0.20
-1.47,9.87,0.21, -0.11,-0.06,0.15
-2.08,8.82,1.36, 0.05,-0.01,-0.10
-1.36,9.67,0.45, 0.08,0.04,0.11
-1.15,9.33,1.51, -0.02,0.10,0.12
-0.49,8.64,1.84, 0.08,-0.08,-0.19
-1.12,9.98,-1.12, -0.24,-0.01,0.02
-0.53,8.59,1.95, -0.00,0.55,0.12
-2.86,8.77,-0.11, 0.00,0.55,0.23
-1.71,8.88,-0.23, -0.03,-0.39,-0.24
-1.50,9.62,-0.12, -0.05,-0.58,-0.28
-1.37,9.56,0.73, -0.08,-0.08,-0.24
-0.85,10.10,1.31, 0.05,-0.14,-0.20
-1.69,9.53,0.89, -0.10,0.15,0.10
-2.10,8.62,0.17, -0.28,0.02,0.18
-1.76,9.64,0.14, -0.31,-0.56,-0.18
-1.83,10.12,-0.23, -0.59,-0.57,-0.19
0.47,8.73,0.68, -0.56,0.05,-0.42
-2.82,9.27,0.44, -0.59,-0.08,-0.35
-1.23,9.81,0.76, -0.81,0.76,0.48
-0.93,9.01,2.65, -0.87,1.12,0.22
-2.28,8.76,2.53, -0.74,0.52,0.68
-1.98,8.47,2.75, -0.60,0.73,0.55
-2.06,8.69,3.39, -0.24,0.14,0.12
-1.97,8.51,3.22, -0.23,0.21,-0.02
-2.94,8.26,3.52, -0.18,-1.00,-0.18
-1.86,8.76,2.96, 0.05,-0.37,0.05
-1.61,7.99,2.95, 0.09,-1.10,0.32
-1.87,8.66,3.45, -0.13,0.29,0.14
-0.91,8.63,3.11, -0.17,0.10,0.16
-2.04,8.40,3.29, -0.10,-0.21,0.03
-2.16,8.44,3.44, -0.07,-0.22,-0.02
-1.82,8.44,3.97, 0.07,-0.77,-0.47
-0.41,8.22,3.06, -0.03,-1.04,-1.16
-2.03,8.35,4.23, -0.10,-0.09,-0.07
-1.41,8.56,2.73, 0.16,-1.00,-0.13
-1.49,8.40,3.12, 0.09,-0.69,-0.15
-1.07,9.14,2.99, 0.03,-0.49,-0.09
-1.84,8.62,2.90, 0.10,-0.21,-0.04
-1.67,8.60,3.36, 0.30,-0.43,0.37
-0.54,9.38,2.12, 0.13,-0.71,0.09
-0.66,8.70,3.21, -0.26,0.57,-0.90
-0.80,7.73,1.97, -0.03,0.93,-0.23
-1.56,9.20,3.26, -0.24,0.06,0.08
-2.18,7.27,4.26, -0.38,0.40,0.41
-3.60,7.51,4.19, -0.16,0.21,0.14
-3.11,8.76,3.98, -0.28,-0.03,0.31
-1.74,9.06,3.97, -0.04,-0.55,0.05
-2.45,7.59,4.04, -0.19,-0.18,-0.12
-1.19,7.59,4.26, -0.42,0.04,0.03
-1.14,7.86,6.01, 0.40,-0.03,-0.32
-2.59,8.89,3.60, -0.63,1.31,0.11
-2.87,7.57,4.54, -0.34,0.14,0.10
-3.48,8.15,3.32, -0.09,-0.73,0.23
-1.32,7.93,3.24, 0.12,-0.11,-0.02
-2.97,7.74,4.38, -0.20,0.30,-0.16
-4.01,7.76,4.00, -0.32,0.27,0.19
-3.33,7.24,4.47, -0.41,0.14,0.14
-2.14,7.86,5.04, -0.24,-0.01,0.41
-3.87,7.61,5.66, -0.19,-0.56,0.09
-0.86,7.96,3.80, 0.01,-0.14,-0.02
-1.55,7.33,3.71, 0.07,0.23,-0.27
-3.22,7.49,4.40, -0.22,0.29,-0.02
-3.17,7.32,5.16, -0.61,0.34,0.30
-3.07,8.46,4.99, 0.23,-0.83,-0.15
-2.75,8.35,3.36, 0.05,-1.06,0.09
-2.66,8.03,4.93, -0.26,0.03,0.03
-2.82,6.78,4.91, 0.03,-0.14,-0.23
-3.18,7.56,4.46, -0.78,0.34,0.03
-2.24,7.26,4.47, -1.00,0.70,0.10
-2.95,6.25,5.39, -1.07,0.44,0.56
-2.20,7.18,4.83, 0.20,-0.76,-0.17
-3.58,7.61,5.43, 0.02,-0.00,0.04
-3.77,6.14,4.85, -0.04,-0.27,-0.07
-4.05,7.55,5.23, 0.06,-0.14,0.05
-1.92,7.43,4.80, 0.02,-0.43,0.01
-2.23,8.03,4.28, -0.01,-0.37,0.20
-1.47,7.80,5.06, 0.19,0.23,-0.05
-3.39,6.99,5.29, 0.07,-0.27,-0.12
-3.62,7.83,3.92, 0.14,-0.45,-0.08
-2.26,9.05,4.41, 0.09,0.27,0.18
-1.82,7.47,4.21, -0.06,0.44,0.18
-2.66,7.99,4.06, -0.07,0.23,0.01
-2.71,8.30,3.90, 0.00,0.30,-0.10
-2.97,8.18,3.70, -0.07,0.20,-0.05
-2.83,8.01,3.17, -0.12,-0.24,0.02
-2.96,8.03,3.34, -0.25,-0.08,0.26
