AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-2.60,8.32,3.86, 0.19,-0.25,-0.72
-0.67,7.65,4.10, 0.15,-0.05,-0.18
-3.44,5.39,3.33, -0.04,0.13,0.15
-3.92,9.79,4.24, 0.03,-0.11,-0.35
-2.49,6.79,4.25, 0.08,0.04,-0.01
-2.55,10.47,6.60, 0.02,0.84,-0.24
-4.02,8.00,3.50, -0.91,0.66,1.01
-3.85,10.41,4.00, 0.16,0.22,-0.32
-2.37,7.58,4.01, 0.13,-0.20,-0.24
-1.58,8.62,3.77, 0.09,0.22,-0.03
-2.83,7.61,4.04, 0.13,0.28,-0.08
-2.68,10.30,5.67, 0.22,0.64,-0.37
-1.59,8.00,3.35, -0.02,-0.33,-0.27
-4.69,8.56,3.34, 0.58,-0.99,-0.75
-3.17,8.23,5.60, -0.05,0.57,0.07
-2.77,7.35,3.20, 0.14,-0.33,-0.37
-3.11,8.75,3.33, -0.20,0.18,0.13
-4.35,6.47,3.36, 0.04,0.16,0.09
-3.47,5.92,3.65, -0.38,-0.18,0.53
-3.84,8.63,2.76, 0.17,0.21,-0.25
-4.26,9.03,3.51, -0.09,0.79,0.29
-2.43,6.76,2.83, 0.23,-0.42,-0.31
-4.52,7.26,2.22, 0.05,-0.40,-0.25
-2.01,8.49,2.48, 0.47,-0.62,-0.89
-3.09,6.25,4.28, -0.03,0.35,0.21
-3.40,7.53,3.34, 0.04,-0.24,-0.27
-4.05,10.07,2.95, 0.20,-0.32,-0.40
-1.04,7.53,1.37, 0.29,-0.55,-0.73
-2.75,8.64,3.63, -0.01,0.47,0.04
-3.48,6.46,3.39, -0.29,0.34,0.42
-3.02,6.91,2.46, -0.53,0.97,-0.56
-1.63,8.53,3.21, 0.09,-0.59,-0.12
-3.58,6.96,4.07, -0.01,0.11,0.10
-1.64,6.89,3.55, 0.15,-0.50,0.08
-2.73,9.63,3.58, 0.12,-0.15,-0.41
-3.44,6.32,3.44, -0.15,0.16,-0.20
-3.00,6.62,3.94, 0.08,-0.04,-0.18
-3.27,8.01,4.85, -0.09,0.01,0.26
-1.39,6.98,3.45, -0.24,-0.09,-0.13
-4.86,9.61,2.62, -0.07,0.22,0.00
-4.29,6.45,3.68, -0.28,0.29,0.28
-3.57,8.66,5.12, -0.38,0.94,0.44
-1.43,8.89,3.41, 0.01,0.06,-0.30
-2.23,9.05,4.52, -0.17,0.44,0.17
-3.88,6.57,3.81, 0.24,-0.34,-0.07
-3.62,10.39,5.18, 0.36,-0.06,-0.21
-1.76,12.62,5.41, -0.15,-0.11,1.06
-1.68,8.75,3.51, 0.21,-0.34,-0.32
-3.19,8.04,3.68, 0.14,-0.07,-0.40
-5.91,9.19,3.45, 0.72,-0.43,-0.65
-2.94,7.65,3.30, 0.26,-0.01,-0.23
-3.23,7.47,2.77, 0.06,-0.32,0.06
-1.75,10.36,5.87, 0.18,0.33,-0.51
-3.31,9.21,3.70, -0.08,0.07,-0.16
-3.59,6.29,4.36, -0.20,0.07,0.05
-2.52,7.22,2.95, 0.00,0.07,-0.29
-1.00,6.50,3.68, 0.22,0.17,-0.25
-1.20,8.19,4.44, 0.22,0.54,-0.30
-3.98,9.09,4.62, 0.11,0.10,-0.35
-4.31,7.09,3.75, -0.21,0.59,0.22
-3.90,6.50,3.13, -0.45,-0.18,0.21
-2.61,6.82,4.09, -0.29,-0.08,0.40
-2.52,9.99,6.07, -0.11,0.51,-0.16
-1.34,7.78,3.34, -0.19,0.13,0.16
-3.49,6.99,3.45, -0.20,0.04,0.12
-2.99,9.04,4.81, -0.01,-0.23,-0.24
-4.66,9.89,3.69, 0.60,-0.73,-0.73
-3.60,5.55,4.38, -0.84,0.70,0.72
-3.42,9.63,4.60, 0.22,-0.02,-0.38
-3.89,5.61,3.27, 0.16,-0.23,-0.00
-4.06,5.76,3.69, 0.02,-0.03,0.01
-2.80,6.67,3.67, -0.26,-0.13,0.14
-3.11,10.69,3.89, 0.10,-0.15,-0.34
-3.36,7.10,3.35, -0.29,0.28,0.13
-2.09,6.82,3.26, 0.59,-0.69,-0.52
-3.55,6.72,3.76, -0.33,-0.08,0.11
-2.78,9.51,6.00, 0.02,0.21,-0.28
-1.96,7.83,3.99, -0.89,0.84,0.57
-3.61,6.97,2.92, -0.31,0.22,0.24
-2.42,6.32,2.74, 0.62,-0.51,-0.58
-4.03,5.67,4.29, -0.10,0.07,0.15
-2.56,8.96,2.91, 0.18,-0.34,-0.39
-2.06,9.46,2.55, 0.24,-0.52,-0.51
-2.87,6.29,4.47, -0.11,0.26,-0.15
-2.98,6.70,3.55, -0.38,0.15,0.06
-4.09,10.25,3.73, -0.13,0.13,-0.09
-1.99,6.84,3.69, -0.04,0.23,0.01
-2.50,9.03,3.71, -0.10,0.41,0.01
-2.39,6.43,2.59, -0.03,-0.38,-0.25
-2.60,9.27,4.15, -0.36,0.48,0.09
-2.52,9.31,5.13, -0.09,0.44,-0.11
-1.85,7.49,2.85, 0.01,0.11,-0.11
-4.04,8.81,4.66, -0.06,0.04,-0.04
-3.99,8.92,3.97, -0.66,0.07,0.24
-3.23,7.11,4.30, -0.08,0.08,0.00
-2.95,7.59,5.10, -0.18,0.43,-0.02
-5.97,5.71,3.64, -0.79,0.22,0.90
-5.50,7.93,4.04, -0.00,-0.19,0.02
-2.65,7.64,3.82, -0.38,-0.71,0.61
-4.11,8.40,3.79, 0.07,-0.09,-0.08
-3.07,7.57,3.56, 0.09,-0.07,-0.25
-4.61,8.74,3.75, -0.15,-0.31,-0.04
-3.38,8.67,4.68, -0.20,0.13,0.21
-2.78,7.81,4.03, -0.26,0.37,0.24
-3.73,6.48,3.96, -0.32,0.05,0.19
-3.89,6.66,3.79, -0.07,-0.10,-0.03
-4.16,6.85,3.60, 0.00,-0.37,-0.15
-3.29,6.99,3.39, 0.19,-0.25,-0.34
-3.27,8.57,4.21, 0.26,-0.24,-0.43
-3.21,8.72,4.39, 0.09,-0.23,-0.32
-3.68,6.96,3.59, -0.01,-0.16,-0.17
-4.70,9.18,4.34, -0.09,-0.39,-0.08
-4.41,6.53,3.69, -0.42,-0.31,0.23
-3.52,8.18,4.12, -0.13,-0.48,0.07
-4.64,6.42,3.64, -0.03,-0.50,0.02
-4.01,6.50,4.25, 0.06,-0.27,-0.15
-3.79,6.73,4.34, -0.10,0.22,-0.17
-4.91,6.68,4.05, -0.30,-0.03,0.11
-4.22,6.52,4.23, -0.01,-0.14,-0.18
-4.45,7.05,4.38, 0.02,-0.13,-0.14
-4.53,6.84,4.66, 0.09,-0.10,-0.17
-4.61,6.96,4.64, -0.11,-0.04,0.25
-5.40,7.56,4.54, -0.03,-0.17,0.12
-4.21,8.02,3.76, 0.10,-0.22,0.08
-4.08,6.75,3.48, 0.01,-0.44,-0.06
-3.94,6.67,3.63, 0.10,-0.46,-0.13
-3.35,8.58,3.65, 0.35,-0.58,-0.27
-4.15,7.55,2.90, 0.35,-0.76,-0.38
-2.77,8.37,3.01, 0.15,-0.62,-0.22
-3.23,7.53,2.57, 0.11,-0.53,-0.23
-2.96,9.02,3.08, -0.03,-0.29,-0.22
-3.53,6.99,3.17, 0.03,-0.26,-0.42
-2.26,9.43,3.44, -0.15,-0.04,-0.05
-2.52,8.90,3.99, -0.17,-0.21,-0.08
-3.00,7.05,3.78, 0.02,-0.74,-0.24
-2.54,8.27,5.45, 0.28,-0.65,-0.85
-4.84,7.35,5.94, 0.25,-0.13,-0.28
-1.93,6.33,3.63, -0.04,-0.07,-0.17
-2.59,8.83,3.07, 0.27,-0.21,-0.30
-3.73,8.11,4.43, -0.03,0.29,0.08
-2.35,7.43,4.03, -0.00,0.00,-0.12
-4.30,8.84,3.93, -0.11,-0.22,-0.27
-2.65,8.77,5.96, 0.19,0.29,-0.09
-4.50,5.87,3.32, -0.68,0.17,0.34
-2.60,8.94,5.31, 1.04,-1.03,-0.61
-2.52,9.33,5.77, 0.31,0.03,-0.06
-1.55,6.38,3.34, 0.12,-0.09,-0.36
-3.25,9.53,3.93, 0.89,-0.76,-0.80
-2.10,9.14,5.57, 0.23,0.28,-0.33
-3.93,6.59,3.45, -0.03,0.19,-0.21
-2.34,8.72,5.27, 0.24,0.16,-0.19
-3.18,6.47,3.53, -0.30,-0.04,-0.04
-3.91,9.79,3.87, -0.10,0.13,-0.26
-2.75,7.54,4.31, 0.16,0.14,-0.03
-4.27,6.41,3.55, -0.10,0.23,0.38
-5.20,9.16,3.26, 0.13,0.62,-0.17
-1.66,6.65,-1.34, 1.05,-1.18,-0.48
-1.29,7.61,2.64, 0.24,-0.56,-0.61
-1.24,7.92,3.28, 0.16,-0.16,-0.74
-1.65,7.24,2.95, -0.04,-0.25,-0.71
-4.53,8.27,2.58, -0.05,-0.29,-0.38
-2.09,8.15,4.14, 0.08,0.55,0.01
-3.52,7.98,5.28, -0.15,0.73,-0.18
-3.40,6.06,2.80, -0.40,0.05,-0.05
-2.38,7.60,3.39, -0.12,0.09,-0.17
-3.53,7.00,2.94, -0.36,-0.02,-0.02
-3.40,7.05,4.01, 0.01,0.03,0.01
0.00,9.01,2.51, -0.60,0.43,0.18
-2.32,8.93,5.09, 0.04,0.04,-0.02
-3.51,9.26,2.74, -0.45,-0.15,0.04
-3.04,8.65,3.28, -0.02,0.20,0.02
-5.06,5.74,3.06, -0.21,0.30,0.12
-3.17,8.24,3.72, -0.17,0.25,0.24
-2.62,6.13,1.78, -1.20,0.88,1.22
-2.89,9.63,2.62, 0.25,0.20,-0.30
-2.72,7.87,2.77, -0.29,0.44,0.04
-4.02,8.91,3.11, -0.21,-0.46,0.07
-3.78,7.13,3.54, -0.01,-0.03,-0.31
-2.80,6.80,3.80, 0.12,-0.19,-0.63
-3.52,7.17,4.60, -0.05,-0.01,-0.52
-2.60,7.33,4.39, 0.01,0.03,-0.59
-2.79,7.86,4.37, -0.09,0.18,-0.30
-2.98,8.41,2.92, -0.12,0.28,0.03
-1.84,8.22,5.11, -0.46,0.35,0.39
-3.28,6.49,3.22, 0.36,-0.58,-0.70
-3.41,6.00,3.79, 0.64,-0.92,-0.50
-2.91,7.42,3.20, 0.49,-0.90,-0.36
-2.73,6.82,3.52, 0.49,-0.64,-0.46
-3.66,8.56,4.04, 0.38,-1.08,-0.63
-3.05,7.25,3.51, -0.08,-0.41,-0.20
-3.56,7.44,2.94, 0.10,-0.11,-0.06
-2.91,8.51,3.12, 0.43,-0.36,-0.29
-2.65,8.49,2.91, 0.21,-0.22,-0.19
-1.68,8.72,4.04, -0.11,-0.36,-0.31
-1.82,9.01,3.91, -0.14,0.05,-0.11
-1.86,7.87,3.98, 0.14,0.17,0.11
-3.69,9.62,4.72, -0.19,0.21,-0.21
-0.57,6.64,1.59, 1.09,-1.11,-0.82
-2.93,7.06,2.55, 0.15,-0.38,-0.40
-2.98,8.97,3.52, 0.01,-0.42,-0.31
-3.71,6.19,4.74, 0.02,0.21,-0.10
-2.85,9.50,4.24, -0.17,0.26,-0.08
-1.62,8.89,4.70, 0.05,0.51,-0.05
-1.77,6.39,2.90, -0.28,0.59,-0.07
-2.20,9.78,3.31, -0.28,0.40,-0.06
-4.38,7.62,3.76, -0.29,0.64,0.15
-1.66,7.36,2.86, -0.11,-0.14,-0.10
-3.28,8.33,2.78, -0.13,-0.25,-0.20
-2.10,7.89,3.01, -0.31,0.67,-0.18
-2.50,9.94,5.29, -0.11,0.77,-0.09
-3.84,5.72,3.41, -0.34,-0.09,-0.01
-3.33,7.05,3.51, 0.08,0.11,0.07
-1.41,10.00,6.32, -0.07,0.78,-0.05
-3.55,8.15,3.71, -0.06,0.05,-0.20
-5.13,6.22,3.32, -0.45,0.36,0.58
-1.53,8.45,3.53, -0.01,-0.19,-0.01
-2.68,9.04,4.51, 0.03,-0.29,-0.28
-2.66,9.92,3.45, 0.62,-0.79,-0.66
-3.03,7.34,4.08, 0.03,-0.02,-0.10
-2.25,7.18,3.91, -0.01,0.00,-0.00
-2.70,8.88,4.79, -0.03,0.41,-0.12
-1.43,6.79,4.38, -0.37,-0.40,0.18
-3.97,10.29,4.39, -0.08,-0.41,0.05
-2.62,7.66,2.15, -0.21,-0.01,-0.28
-4.74,4.96,4.10, 0.16,-0.79,0.05
-0.36,6.57,4.58, -0.08,-0.20,-0.70
-3.56,8.63,3.68, 0.01,-0.48,0.08
-2.37,7.86,3.75, 0.06,-0.38,0.01
-3.42,9.65,4.19, 0.18,-0.32,-0.23
-3.12,8.81,3.36, 0.01,-0.09,0.22
-3.21,6.90,3.35, -0.08,0.13,0.37
-4.46,5.83,2.35, -0.86,1.20,-0.14
-4.86,7.29,4.50, -0.30,-0.09,0.06
-3.90,8.21,2.75, 0.20,-1.04,-0.17
-2.86,7.08,3.84, 0.35,-0.22,-0.32
-3.26,9.67,5.72, -0.10,0.49,0.04
-2.33,7.39,3.25, -0.14,0.01,0.07
-3.14,9.95,4.07, 0.06,-0.01,-0.28
-3.36,5.51,3.59, -0.42,-0.45,0.82
-3.07,9.11,3.52, 0.16,-0.54,-0.44
-2.39,12.66,3.20, 1.04,-0.60,-1.01
-3.43,6.85,3.59, -0.00,-0.12,0.06
-2.66,8.54,4.61, -0.04,0.10,0.08
-2.24,6.69,3.24, 0.39,-0.58,-0.58
-3.16,8.51,4.87, 0.20,-0.31,-0.50
-4.01,6.28,3.29, 0.32,-0.57,-0.08
-3.91,6.66,4.12, 0.24,0.03,-0.07
-3.89,8.56,5.26, 0.27,0.09,-0.19
-4.29,7.41,2.34, -0.06,-0.22,0.34
-1.47,7.99,2.87, -0.02,0.11,-0.15
-2.90,9.94,3.04, -0.17,-0.03,-0.21
-2.48,9.41,4.40, 0.08,-0.02,-0.10
-3.56,5.29,3.19, -0.17,0.01,0.06
-3.78,6.99,4.04, -0.03,0.14,0.07
-1.93,8.66,2.79, -0.40,0.83,0.33
-3.38,9.11,1.27, -0.71,0.90,0.43
-1.87,10.63,2.12, -0.20,1.39,0.29
-4.58,7.77,2.39, -0.40,-0.12,0.15
-3.44,9.50,3.15, -0.19,-0.35,0.13
-2.52,8.13,3.37, -0.01,-0.26,0.34
-3.08,7.18,4.32, -0.08,-0.07,0.16
-1.98,8.68,3.12, 0.03,-0.06,-0.03
-2.01,6.80,3.78, 0.09,0.03,-0.09
-3.26,8.51,3.75, 0.02,0.73,-0.21
-4.26,9.36,3.84, -0.03,0.72,-0.03
-2.53,9.27,2.37, -0.82,1.04,0.53
-3.67,7.76,2.77, -0.76,1.34,0.49
-4.49,7.14,5.03, -0.24,0.10,-0.01
-4.00,5.95,2.56, -0.78,0.60,0.65
-4.31,7.79,3.41, -0.75,0.46,0.76
-4.41,6.25,3.65, -0.79,0.34,0.77
-2.91,4.72,3.96, 0.08,-0.03,0.00
-2.87,9.55,2.29, -1.06,1.28,0.96
-2.16,7.05,2.17, -1.16,1.54,0.80
-2.39,7.57,1.79, -0.78,0.99,0.87
-3.55,7.26,3.93, 0.10,-0.54,-0.10
-1.53,8.70,2.11, 0.27,-1.05,-0.27
-3.67,7.10,3.15, -0.52,-0.96,0.38
-3.43,7.88,2.69, 0.12,-0.66,-0.21
-3.81,7.08,3.13, 0.42,-1.04,-0.52
-3.68,7.92,3.77, 0.38,-1.12,-0.47
-2.90,9.12,4.03, 0.48,-0.84,-0.72
-3.24,7.36,4.69, 0.43,-0.95,-0.93
-5.23,8.46,4.06, 0.05,-0.03,-0.06
-3.07,6.90,3.68, -0.19,0.10,0.29
-3.13,9.55,3.54, 0.07,0.33,0.09
-2.91,9.69,4.14, 0.21,0.46,0.03
-0.82,7.69,2.74, 0.54,-0.56,-0.79
-3.18,6.60,2.54, 0.74,-0.84,-0.61
-3.26,7.40,3.20, -0.32,-0.20,0.06
-2.00,7.70,2.69, -0.02,-0.04,-0.16
-2.26,6.52,3.38, 0.23,-0.31,-0.20
-1.64,8.39,3.95, 0.20,-0.42,-0.25
-2.20,8.78,2.64, 0.24,0.09,-0.25
-1.78,7.43,4.18, 0.03,0.39,0.02
-1.47,10.84,5.93, -0.14,0.54,-0.36
-2.63,5.37,3.03, 0.12,-0.30,-0.51
-4.84,6.64,3.55, -0.37,-0.48,0.03
-1.67,10.16,3.98, 0.17,0.26,-0.18
-3.82,7.31,3.12, -0.15,-0.01,0.42
-2.28,10.01,6.58, 0.00,0.32,-0.10
-3.44,7.40,3.64, -0.05,0.14,-0.09
-3.05,9.79,4.43, 0.09,0.06,-0.13
-2.14,11.11,5.86, -0.23,0.61,-0.03
-4.72,8.10,3.42, -0.13,-0.50,-0.06
0.24,11.72,4.25, 0.48,-0.04,-1.05
-4.44,6.43,2.37, -0.34,0.31,0.68
-1.35,5.04,2.66, 0.10,-0.34,-0.44
-2.60,10.24,4.26, 0.12,-0.09,-0.24
-2.20,7.54,4.03, 0.20,-0.14,-0.42
-2.23,8.17,3.98, 0.40,-0.51,-0.37
-2.45,11.40,5.49, 0.38,-0.80,-0.68
-2.66,9.68,2.28, 1.22,-0.75,-0.86
-4.11,6.38,3.64, -0.40,0.44,0.15
-1.99,13.40,3.21, 0.77,-0.11,0.05
-4.13,8.41,3.73, -0.34,0.02,-0.04
-3.00,8.13,3.15, -0.03,-0.26,-0.05
-3.56,7.37,1.27, -0.19,-0.55,-0.22
-3.02,10.51,3.81, -0.29,-0.59,-0.47
-4.49,8.89,4.82, 0.12,0.05,0.07
-4.47,9.22,3.16, -0.28,-0.00,0.32
-2.30,7.77,2.89, 0.22,-0.29,-0.19
-2.24,7.67,2.43, 0.16,-0.33,-0.32
-3.76,9.80,3.34, 0.19,-0.43,-0.42
-5.40,10.28,2.85, 0.83,-1.11,-0.54
-1.13,9.76,2.44, -0.01,-0.14,-0.21
-1.78,7.92,2.36, -0.12,0.25,0.07
-3.33,8.06,2.69, -0.34,0.17,0.29
-2.75,6.16,3.21, 0.20,-0.52,-0.25
-1.65,7.79,4.02, 0.16,-0.09,-0.52
-2.34,6.44,2.94, 0.07,-0.46,-0.51
-3.98,8.28,4.52, -0.07,0.12,-0.23
-4.24,8.36,4.02, -0.10,-0.44,-0.48
-2.24,11.23,5.70, 0.39,-0.21,-0.91
-4.46,5.18,2.25, -0.06,-0.29,0.29
-2.79,7.23,3.78, 0.16,-0.06,-0.06
-1.95,9.61,7.85, 0.18,0.30,-0.66
-2.53,8.31,3.13, 0.18,-0.27,-0.35
-3.86,9.10,2.89, 0.04,-0.25,-0.07
-3.45,6.34,2.79, -0.10,-0.20,-0.32
-4.48,7.59,3.78, -0.19,0.20,-0.16
-3.28,6.72,3.87, 0.05,0.06,-0.01
-2.77,9.14,6.29, -0.21,0.37,-0.02
-2.52,14.71,4.96, 1.11,-0.24,-0.45
-3.86,10.24,4.14, 0.22,0.11,-0.40
-2.96,6.93,4.15, 0.50,-0.23,-0.58
-3.58,10.01,6.21, 0.12,0.44,0.21
-1.80,7.47,3.29, 0.70,-0.25,-0.14
-1.21,6.40,3.22, 0.51,-1.13,-0.81
-3.45,10.05,3.20, -0.08,-0.07,-0.06
-3.44,12.32,5.13, 1.30,-1.14,-0.95
-2.97,6.76,3.59, -0.10,-0.10,-0.11
-3.36,10.52,4.13, 0.43,0.14,-0.75
-4.03,7.65,3.67, 0.06,-0.16,-0.26
-1.41,8.82,3.76, 0.30,0.12,-0.32
-4.15,7.56,3.69, -0.44,-0.00,0.56
0.52,6.77,1.02, 0.49,-0.82,-0.61
-3.25,6.89,3.56, -0.33,-0.36,-0.01
-4.00,12.50,4.65, 1.29,-1.26,-0.27
-0.50,9.09,3.71, 0.53,-0.62,-0.55
-3.46,7.35,3.16, 0.11,-0.16,-0.19
-2.84,8.70,4.11, 0.41,-0.39,-0.18
-3.23,9.07,3.64, 0.01,0.19,0.11
-1.18,6.78,2.79, 0.38,-0.83,-0.79
-3.67,7.34,2.66, 0.02,-0.71,-0.23
-2.51,9.69,2.76, 0.15,-0.46,-0.29
-4.96,4.81,3.33, -0.76,0.31,0.35
-2.65,9.39,3.05, -0.25,-0.23,0.05
0.31,10.76,3.19, 0.56,-0.14,-0.45
-2.37,5.80,3.26, 0.07,0.61,-0.14
-2.94,9.39,4.48, -0.14,0.73,0.27
-3.68,9.31,1.80, -0.68,1.03,0.39
-2.31,8.16,1.55, -0.30,1.00,0.03
-3.08,8.62,2.52, -0.30,0.94,0.08
-3.78,8.55,1.75, -0.71,0.71,0.22
-4.14,8.41,1.82, -0.72,0.51,0.14
-4.46,9.04,3.49, -0.92,0.39,0.04
-7.69,8.69,2.83, -0.78,0.80,0.17
-4.26,7.05,2.94, -0.35,0.39,0.34
-4.92,7.06,2.79, -0.28,0.59,0.17
-5.54,7.46,3.47, -0.55,0.51,0.34
-5.04,8.56,3.17, -0.39,0.32,0.29
-3.76,7.30,2.36, -0.17,0.16,0.28
-4.27,7.30,2.47, -0.12,0.22,0.16
-4.30,7.79,2.23, -0.00,0.16,0.05
-4.07,8.15,2.09, 0.08,0.19,0.08
-3.40,6.20,0.90, 0.24,1.42,-0.14
-4.01,8.50,-4.87, 1.39,-0.37,-0.28
-2.20,5.90,-8.78, 0.21,-0.17,-0.31
-0.67,5.66,-8.88, 0.28,-0.52,-0.06
0.74,6.44,-9.01, 0.16,-0.21,0.08
-2.00,6.92,-8.64, -0.19,0.34,0.14
-1.05,4.82,-8.86, -0.32,0.34,0.22
-1.17,4.63,-8.97, -0.17,0.10,0.11
-0.29,5.81,-8.91, -0.00,-0.07,-0.14
-1.68,5.03,-8.66, -0.16,0.50,-0.28
-0.91,4.71,-9.07, -0.11,-0.08,-0.13
0.04,5.54,-8.09, 0.47,-0.32,-1.14
-4.31,4.62,-9.82, 0.03,0.26,-2.04
-3.17,2.47,-10.14, -0.29,-0.01,-0.86
-3.47,1.39,-9.51, -0.33,0.18,-0.37
-2.40,2.43,-8.76, -0.03,-0.10,-0.33
-2.66,1.56,-10.38, -0.21,0.10,0.04
-3.21,1.30,-9.50, 0.13,0.20,-0.47
