AccX,AccY,AccZ,GyroX,GyroY,GyroZ
6.95,-3.15,-7.32, -0.01,-0.03,0.01
6.18,-3.51,-8.35, 0.12,-0.05,-0.07
7.83,-2.73,-7.19, -0.18,-0.03,0.24
7.12,-3.55,-8.33, -0.06,0.03,0.01
6.45,-3.52,-8.15, 0.31,-0.55,-0.34
7.68,-3.28,-7.14, -0.06,-0.20,0.40
-3.94,-7.09,-6.79, -0.32,0.05,-0.06
-4.53,-6.46,-5.42, -0.05,-0.15,-0.12
-4.23,-7.81,-5.92, -0.07,-0.05,-0.09
-3.99,-7.54,-6.00, -0.05,-0.07,-0.05
-3.73,-8.02,-5.96, -0.54,0.37,-0.63
-3.18,-8.06,-6.23, -0.76,0.60,-1.08
7.50,-3.79,-6.58, -0.32,0.41,0.05
10.21,-0.77,-6.63, -0.37,0.13,-0.46
7.89,-4.18,-5.43, -0.26,0.08,0.19
4.03,-1.06,-10.45, 0.69,-0.07,-0.40
3.55,-1.59,-10.37, 0.82,-0.06,-0.57
7.20,-5.25,-5.74, -0.08,0.03,0.13
7.13,-5.53,-6.94, -0.07,-0.10,-0.13
7.53,-5.43,-4.27, 0.15,-0.28,-0.22
7.41,-5.54,-6.23, -0.15,0.05,0.12
7.42,-5.76,-5.54, -0.41,0.09,0.23
6.89,-5.29,-6.29, -0.24,-0.31,-0.07
6.65,-4.94,-6.50, 0.00,-0.47,-0.20
6.53,-5.20,-7.25, -0.40,-0.06,0.27
5.93,-4.96,-7.23, -0.36,0.27,0.38
5.41,-5.69,-7.26, -0.29,0.25,0.19
6.01,-5.08,-7.43, -0.43,0.20,0.22
6.24,-4.70,-7.50, -0.63,0.26,0.09
6.97,-3.61,-7.19, 0.06,-0.30,-0.49
7.79,-3.65,-7.45, 0.13,-0.64,-0.89
6.83,-3.00,-8.51, -0.36,-0.08,0.26
5.91,-2.57,-7.89, 0.03,-0.18,-0.13
6.20,-3.10,-8.64, -0.41,0.19,0.54
5.78,-2.29,-7.65, -0.27,0.06,0.05
6.52,-3.19,-8.92, 0.13,-0.16,0.29
5.78,-3.14,-7.32, 0.11,-0.09,-0.18
6.50,-3.63,-8.52, -0.31,0.08,0.11
6.50,-3.07,-9.80, -0.04,-0.13,-0.36
5.87,-2.98,-7.39, 0.01,-0.28,-0.13
6.20,-3.25,-8.85, -0.35,0.14,0.27
6.44,-3.00,-8.71, 0.16,-0.32,0.04
6.26,-2.82,-9.27, 0.10,-0.14,-0.17
6.16,-3.41,-6.86, 0.21,-0.22,-0.21
6.33,-3.57,-8.96, -0.38,0.12,0.33
6.24,-2.41,-9.41, 0.32,-0.35,-0.51
6.45,-3.58,-7.18, 0.07,-0.15,-0.35
5.82,-3.52,-9.18, -0.26,0.07,0.08
6.07,-2.95,-9.36, 0.09,-0.18,-0.13
6.08,-3.41,-8.01, 0.08,-0.14,-0.54
5.46,-3.45,-8.24, 0.03,-0.04,-0.25
5.91,-3.35,-9.03, 0.19,-0.04,-0.27
5.44,-3.56,-8.93, 0.31,-0.01,-0.36
6.71,-3.62,-7.65, -0.10,0.12,0.05
6.51,-3.52,-7.90, -0.08,0.29,0.21
6.63,-4.42,-6.94, -0.21,0.11,-0.01
6.96,-4.41,-7.82, 0.09,-0.41,-0.24
6.07,-3.77,-6.58, 0.17,-0.23,-0.29
6.49,-4.59,-7.03, 0.09,0.01,-0.07
6.50,-4.76,-7.30, 0.24,-0.10,-0.15
6.56,-4.91,-6.95, -0.07,0.07,0.09
6.86,-4.84,-6.89, -0.13,0.10,0.18
6.38,-5.03,-6.98, -0.24,0.10,0.13
6.96,-5.01,-6.20, -0.12,-0.01,0.00
6.83,-5.62,-6.82, -0.10,-0.00,0.06
5.91,-4.24,-6.09, -0.05,-0.16,-0.38
7.31,-6.32,-6.76, 0.11,0.06,-0.38
6.86,-4.04,-6.16, -0.15,-0.20,0.15
7.62,-6.44,-6.79, 0.09,0.05,-0.31
6.46,-3.75,-5.67, -0.11,-0.17,0.06
7.30,-6.29,-7.13, -0.09,0.06,-0.04
6.46,-3.61,-5.72, 0.04,-0.25,-0.27
6.93,-6.65,-6.96, -0.08,0.15,0.03
7.14,-3.73,-6.05, 0.03,-0.24,-0.12
6.44,-5.75,-6.88, -0.10,0.01,-0.01
7.24,-5.33,-6.47, 0.16,0.07,-0.04
7.11,-5.60,-6.46, 0.12,0.05,-0.05
7.35,-5.28,-5.35, 0.28,-0.01,-0.14
7.63,-5.28,-4.92, 0.10,0.13,-0.05
8.04,-5.53,-4.26, -0.21,-0.06,0.10
8.22,-5.49,-4.37, 0.05,-0.09,-0.15
8.66,-4.26,-4.39, 0.16,-0.20,-0.40
8.61,-3.79,-4.44, -0.00,-0.07,-0.10
